aedes_ID	anopheles_ID	orthotype	OMAgroup
AAEL008977	AGAP006841	n:m	
AAEL008977	AGAP006842	n:m	
AAEL008977	AGAP006843	n:m	
AAEL008977	AGAP006844	n:m	
AAEL008977	AGAP006845	n:m	
AAEL008977	AGAP006846	n:m	
AAEL008977	AGAP006847	n:m	614042
AAEL008977	AGAP006848	n:m	
AAEL008977	AGAP006853	n:m	
AAEL008977	AGAP006854	n:m	
AAEL008977	AGAP006855	n:m	
AAEL008977	AGAP006861	n:m	
AAEL008977	AGAP006862	n:m	
AAEL008977	AGAP006864	n:m	
AAEL009002	AGAP006838	n:1	
AAEL008978	AGAP006597	n:m	
AAEL008978	AGAP006840	n:m	
AAEL008978	AGAP006841	n:m	
AAEL008978	AGAP006842	n:m	
AAEL008978	AGAP006843	n:m	
AAEL008978	AGAP006844	n:m	
AAEL008978	AGAP006845	n:m	
AAEL008978	AGAP006846	n:m	
AAEL008978	AGAP006847	n:m	
AAEL008978	AGAP006848	n:m	
AAEL008978	AGAP006853	n:m	
AAEL008978	AGAP006854	n:m	568498
AAEL008978	AGAP006855	n:m	
AAEL008978	AGAP006861	n:m	
AAEL008978	AGAP006862	n:m	
AAEL008978	AGAP006864	n:m	
AAEL008971	AGAP006597	n:m	
AAEL008971	AGAP006840	n:m	
AAEL008971	AGAP006841	n:m	
AAEL008971	AGAP006842	n:m	
AAEL008971	AGAP006843	n:m	
AAEL008971	AGAP006844	n:m	
AAEL008971	AGAP006845	n:m	
AAEL008971	AGAP006846	n:m	
AAEL008971	AGAP006847	n:m	
AAEL008971	AGAP006848	n:m	
AAEL008971	AGAP006853	n:m	
AAEL008971	AGAP006854	n:m	
AAEL008971	AGAP006855	n:m	
AAEL008971	AGAP006861	n:m	
AAEL008971	AGAP006862	n:m	
AAEL008971	AGAP006864	n:m	
AAEL009004	AGAP006597	n:m	
AAEL009004	AGAP006840	n:m	288615
AAEL009004	AGAP006841	n:m	
AAEL009004	AGAP006842	n:m	
AAEL009004	AGAP006843	n:m	
AAEL009004	AGAP006844	n:m	
AAEL009004	AGAP006845	n:m	
AAEL009004	AGAP006846	n:m	
AAEL009004	AGAP006847	n:m	
AAEL009004	AGAP006848	n:m	
AAEL009004	AGAP006853	n:m	
AAEL009004	AGAP006854	n:m	
AAEL009004	AGAP006855	n:m	
AAEL009004	AGAP006861	n:m	
AAEL009004	AGAP006862	n:m	
AAEL009004	AGAP006864	n:m	
AAEL008999	AGAP006851	n:m	
AAEL008999	AGAP006856	n:m	
AAEL008999	AGAP006857	n:m	614813
AAEL008999	AGAP006858	n:m	
AAEL008999	AGAP006859	n:m	
AAEL008999	AGAP006860	n:m	
AAEL008999	AGAP006863	n:m	
AAEL008969	AGAP006597	n:m	
AAEL008969	AGAP006840	n:m	
AAEL008969	AGAP006841	n:m	
AAEL008969	AGAP006842	n:m	
AAEL008969	AGAP006843	n:m	
AAEL008969	AGAP006844	n:m	
AAEL008969	AGAP006845	n:m	
AAEL008969	AGAP006846	n:m	
AAEL008969	AGAP006847	n:m	
AAEL008969	AGAP006848	n:m	
AAEL008969	AGAP006853	n:m	
AAEL008969	AGAP006854	n:m	
AAEL008969	AGAP006855	n:m	
AAEL008969	AGAP006861	n:m	
AAEL008969	AGAP006862	n:m	
AAEL008969	AGAP006864	n:m	
AAEL008993	AGAP006597	n:m	
AAEL008993	AGAP006840	n:m	
AAEL008993	AGAP006841	n:m	
AAEL008993	AGAP006842	n:m	
AAEL008993	AGAP006843	n:m	
AAEL008993	AGAP006844	n:m	
AAEL008993	AGAP006845	n:m	
AAEL008993	AGAP006846	n:m	
AAEL008993	AGAP006847	n:m	
AAEL008993	AGAP006848	n:m	
AAEL008993	AGAP006853	n:m	
AAEL008993	AGAP006854	n:m	
AAEL008993	AGAP006855	n:m	
AAEL008993	AGAP006861	n:m	
AAEL008993	AGAP006862	n:m	
AAEL008993	AGAP006864	n:m	
AAEL009013	AGAP006851	n:m	
AAEL009013	AGAP006856	n:m	
AAEL009013	AGAP006857	n:m	
AAEL009013	AGAP006858	n:m	
AAEL009013	AGAP006859	n:m	613883
AAEL009013	AGAP006860	n:m	
AAEL009013	AGAP006863	n:m	
AAEL008982	AGAP006597	n:m	615196
AAEL008982	AGAP006840	n:m	
AAEL008982	AGAP006841	n:m	
AAEL008982	AGAP006842	n:m	
AAEL008982	AGAP006843	n:m	
AAEL008982	AGAP006844	n:m	
AAEL008982	AGAP006845	n:m	
AAEL008982	AGAP006846	n:m	
AAEL008982	AGAP006847	n:m	
AAEL008982	AGAP006848	n:m	
AAEL008982	AGAP006853	n:m	
AAEL008982	AGAP006854	n:m	
AAEL008982	AGAP006855	n:m	
AAEL008982	AGAP006861	n:m	
AAEL008982	AGAP006862	n:m	
AAEL008982	AGAP006864	n:m	
AAEL008967	AGAP006851	n:m	
AAEL008967	AGAP006856	n:m	
AAEL008967	AGAP006857	n:m	
AAEL008967	AGAP006858	n:m	584616
AAEL008967	AGAP006859	n:m	
AAEL008967	AGAP006860	n:m	
AAEL008967	AGAP006863	n:m	
AAEL008986	AGAP006865	n:1	
AAEL008970	AGAP006867	1:1	749884
AAEL009018	AGAP011028	n:m	
AAEL009018	AGAP011029	n:m	
AAEL009022	AGAP000727	1:1	501096
AAEL009014	AGAP000726	n:1	262372
AAEL009021	AGAP000725	n:1	
AAEL009020	AAM61892.1	1:1	
AAEL009017	AAM61893.1	1:1	839875
AAEL009038	AGAP005914	1:1	516035
AAEL009035	AGAP005915	1:1	547571
AAEL009026	AGAP005916	1:1	840734
AAEL009027	AGAP005906	n:1	845576
AAEL009037	AAW50310.1	n:1	498836
AAEL009031	AGAP005903	1:1	271703
AAEL009032	AGAP002835	1:1	794236
AAEL009029	AGAP003652	1:1	661717
AAEL009024	AGAP003654	1:1	
AAEL009023	AGAP003655	1:1	841800
AAEL009040	AGAP007022	1:1	276080
AAEL009052	AGAP007021	1:1	334061
AAEL009051	AAV68043.1	1:1	546930
AAEL009048	AGAP007019	1:1	641383
AAEL009047	AGAP007018	1:1	336099
AAEL009045	AGAP007014	n:m	
AAEL009045	AGAP007015	n:m	
AAEL009045	AGAP007016	n:m	
AAEL009050	AGAP007014	n:m	
AAEL009050	AGAP007015	n:m	538669
AAEL009050	AGAP007016	n:m	
AAEL009044	AGAP007017	1:1	538674
AAEL009042	AGAP001307	1:1	696061
AAEL009041	AGAP001306	1:1	844769
AAEL009043	AGAP001308	1:1	832452
AAEL009068	AGAP008896	1:1	811179
AAEL009059	AGAP008895	1:1	693030
AAEL009064	AGAP009596	1:1	643529
AAEL009062	AGAP009598	1:1	810118
AAEL009067	AGAP009600	1:1	845982
AAEL009061	AGAP009601	1:1	555960
AAEL009066	AGAP009602	1:1	818955
AAEL009058	AGAP009078	1:1	339581
AAEL009055	AGAP008190	1:1	780874
AAEL009072	AGAP005292	1:1	556747
AAEL009073	AGAP005291	1:1	558661
AAEL009081	AGAP005822	1:1	338135
AAEL009075	AGAP005818	1:1	790000
AAEL009086	AGAP005820	n:1	762213
AAEL009088	AGAP007396	1:1	609453
AAEL009077	AGAP007300	1:1	654808
AAEL009080	AGAP007299	1:1	
AAEL009078	AGAP007297	1:1	854943
AAEL009089	AGAP012847	1:1	665759
AAEL009084	AGAP007295	1:1	547188
AAEL009074	AGAP007294	1:1	848684
AAEL009090	AGAP002220	1:1	792896
AAEL009106	AGAP003963	1:1	279015
AAEL009094	AGAP003962	1:1	714532
AAEL009092	AGAP001761	n:1	529245
AAEL009092	AGAP001761	n:1	
AAEL009105	AGAP001762	1:1	671735
AAEL009101	AGAP002935	1:1	817132
AAEL009091	AGAP002937	1:1	338072
AAEL009098	AGAP002938	1:1	338737
AAEL009100	AGAP002939	1:1	497988
AAEL009102	AGAP003873	1:1	
AAEL009099	AGAP003874	1:1	865057
AAEL009097	AGAP003875	1:1	
AAEL009112	AGAP004046	1:1	
AAEL009109	AGAP004048	1:m	666126
AAEL009109	AGAP012914	1:m	
AAEL009110	AGAP004049	1:1	803749
AAEL009111	AGAP004054	n:1	679183
AAEL009120	AAL58568.1	1:m	
AAEL009120	AAK32958.2	1:m	820007
AAEL009120	AGAP012855	1:m	
AAEL009119	AAV28182.1	1:1	
AAEL009132	AAL93297.1	1:1	819422
AAEL009128	AAO62002.1	n:m	
AAEL009128	AAP76391.1	n:m	819189
AAEL009125	AAO62002.1	n:m	
AAEL009125	AAP76391.1	n:m	
AAEL009127	AAO62003.1	1:1	
AAEL009123	AAU93473.1	n:m	819907
AAEL009123	AAO24698.1	n:m	
AAEL009123	AAL96667.1	n:m	
AAEL009123	AAL93296.1	n:m	
AAEL009130	AAU93473.1	n:m	
AAEL009130	AAO24698.1	n:m	819025
AAEL009130	AAL96667.1	n:m	
AAEL009130	AAL93296.1	n:m	
AAEL009131	AAU93473.1	n:m	
AAEL009131	AAO24698.1	n:m	
AAEL009131	AAL96667.1	n:m	
AAEL009131	AAL93296.1	n:m	819073
AAEL009129	AAU93473.1	n:m	
AAEL009129	AAO24698.1	n:m	
AAEL009129	AAL96667.1	n:m	819078
AAEL009129	AAL93296.1	n:m	
AAEL009135	AGAP008221	1:1	
AAEL009139	AGAP009932	1:1	
AAEL009145	AGAP008314	1:1	
AAEL009140	AGAP008313	1:1	336305
AAEL009147	AGAP009931	1:1	530409
AAEL009142	AGAP009172	1:1	763670
AAEL009148	AGAP009924	1:m	
AAEL009148	AGAP012635	1:m	338079
AAEL009151	AGAP009572	1:m	
AAEL009151	AGAP000541	1:m	866319
AAEL009153	AGAP001788	1:1	844862
AAEL009149	AGAP004208	1:1	549521
AAEL009160	AGAP008719	1:1	864700
AAEL009155	AGAP001675	1:1	339307
AAEL009154	AGAP000534	1:1	856843
AAEL009161	AGAP001090	1:1	798682
AAEL009156	AGAP004752	1:1	858158
AAEL009157	AGAP000870	1:1	850683
AAEL009165	AGAP006187	n:1	
AAEL009166	AGAP006187	n:1	
AAEL009164	AGAP000639	1:1	866374
AAEL009170	AGAP011695	1:1	700052
AAEL009167	AAT07301.1	1:1	830990
AAEL009172	AGAP000171	1:1	
AAEL009169	AGAP003725	1:1	745739
AAEL009173	AGAP002802	1:1	551201
AAEL009174	AGAP002801	1:1	822658
AAEL009179	AGAP002800	1:1	855315
AAEL009176	AGAP002798	1:m	722420
AAEL009176	AGAP002799	1:m	
AAEL009178	AGAP002796	1:1	722440
AAEL009177	AGAP002795	1:1	304398
AAEL009175	AGAP002793	1:1	548043
AAEL009182	AGAP005568	n:1	275770
AAEL009186	AGAP005588	1:1	282181
AAEL009189	AGAP005595	1:1	558376
AAEL009183	AGAP005624	1:1	792590
AAEL009192	AAD38337.3	1:1	267495
AAEL009188	AGAP005626	1:1	584559
AAEL009185	AGAP005627	1:1	
AAEL009180	AGAP005159	n:1	522189
AAEL009191	AGAP005158	n:1	
AAEL009190	AGAP007604	n:1	851438
AAEL009206	AGAP012383	1:1	552398
AAEL009198	AGAP012382	n:1	571224
AAEL009198	AGAP012382	n:1	
AAEL009195	AGAP012381	1:1	548353
AAEL009205	AGAP012419	1:1	571226
AAEL009201	AGAP012418	1:1	780280
AAEL009202	AGAP012416	1:1	748385
AAEL009200	AGAP012417	1:1	852352
AAEL009194	AGAP012262	1:1	338467
AAEL009193	AGAP012263	n:m	
AAEL009193	AGAP009540	n:m	721860
AAEL009193	AGAP009541	n:m	
AAEL009193	AGAP012649	n:m	
AAEL009203	AGAP012263	n:m	721822
AAEL009203	AGAP009540	n:m	
AAEL009203	AGAP009541	n:m	
AAEL009203	AGAP012649	n:m	
AAEL009196	AGAP012264	1:1	530191
AAEL009199	AGAP012265	1:1	795241
AAEL009210	AGAP008558	n:1	
AAEL009209	AGAP005334	n:m	
AAEL009209	AGAP007407	n:m	
AAEL009209	AGAP007408	n:m	
AAEL009209	AGAP007409	n:m	
AAEL009209	AGAP007410	n:m	
AAEL009209	AGAP007411	n:m	
AAEL009209	AGAP007412	n:m	
AAEL009213	AGAP007472	1:1	804997
AAEL009214	AGAP007460	1:1	854990
AAEL009211	AGAP007459	1:1	712114
AAEL009212	AGAP005245	n:1	
AAEL009212	AGAP005245	n:1	
AAEL009212	AGAP005245	n:1	
AAEL009212	AGAP005245	n:1	580586
AAEL001132	AGAP002491	1:1	496929
AAEL001129	AGAP002629	1:1	
AAEL001109	AGAP002500	1:1	
AAEL001134	AGAP002499	1:1	661719
AAEL001144	AGAP002498	1:1	742370
AAEL001106	AGAP005177	1:1	
AAEL001143	AGAP005178	1:1	728977
AAEL001111	AGAP002497	1:1	610637
AAEL001105	AGAP002496	1:1	
AAEL001118	AGAP007490	1:1	
AAEL001127	AGAP002494	1:1	271010
AAEL001142	AGAP002493	1:1	496812
AAEL001119	AGAP002492	1:1	
AAEL001114	AGAP001923	1:1	572770
AAEL001149	AGAP012255	1:1	266275
AAEL001151	AGAP012253	1:1	677618
AAEL001108	AGAP012252	1:1	552684
AAEL001113	AGAP012251	1:1	548139
AAEL009219	AGAP008244	1:1	
AAEL009224	AGAP006798	n:1	
AAEL009222	AGAP006798	n:1	
AAEL009228	AGAP006799	n:1	510473
AAEL009220	AGAP006800	1:1	
AAEL009221	AGAP006807	n:1	
AAEL009231	AGAP000167	n:1	
AAEL009218	AGAP006806	1:1	
AAEL009227	AGAP006803	1:1	337608
AAEL009225	AGAP006804	1:1	863291
AAEL009217	AGAP006802	1:1	
AAEL001131	AGAP012250	1:1	549488
AAEL001101	AGAP012249	1:1	
AAEL001112	AGAP012248	1:1	516020
AAEL001100	AGAP012247	1:1	844674
AAEL001133	AGAP012246	1:1	853495
AAEL001140	AGAP012245	1:1	864536
AAEL001139	AGAP012244	1:1	548987
AAEL001123	AGAP012241	1:1	548296
AAEL001104	AGAP012240	1:1	547632
AAEL001145	AGAP012237	1:1	
AAEL001147	AGAP012236	1:1	586395
AAEL001103	AGAP012235	1:1	853825
AAEL009216	AGAP004940	1:1	667799
AAEL009232	AGAP011603	1:1	
AAEL009233	AGAP002441	1:1	851882
AAEL009244	AGAP006416	1:1	
AAEL009239	AGAP006417	n:m	
AAEL009239	AGAP006418	n:m	
AAEL009239	AAL68779.1	n:m	
AAEL009239	AGAP006420	n:m	
AAEL009239	AAL68778.1	n:m	
AAEL009239	AGAP006443	n:m	
AAEL009239	AGAP010550	n:m	568541
AAEL009243	AGAP006423	n:m	
AAEL009243	AGAP006425	n:m	
AAEL009237	AGAP006423	n:m	
AAEL009237	AGAP006425	n:m	
AAEL009236	AGAP006426	n:1	814898
AAEL009240	AGAP005644	1:1	780876
AAEL009242	AGAP005643	1:1	745971
AAEL009235	AGAP005641	1:1	
AAEL009238	AGAP004825	1:1	
AAEL009241	AGAP004824	1:1	
AAEL009248	AGAP010722	1:1	519235
AAEL009249	AGAP000930	1:1	849642
AAEL009266	AGAP007761	1:1	549639
AAEL009252	AGAP007762	1:1	733181
AAEL009259	AGAP007765	1:1	721056
AAEL009268	AGAP007766	1:1	764005
AAEL009257	AGAP007768	1:1	
AAEL009265	AGAP007771	1:1	555271
AAEL009262	AGAP007772	1:1	750606
AAEL009253	AGAP007773	1:1	339077
AAEL009264	AGAP007774	1:1	266473
AAEL009258	AGAP000413	1:1	550828
AAEL009275	AGAP011166	1:1	
AAEL009280	AGAP011135	1:1	
AAEL009281	AGAP006938	n:1	
AAEL009273	AGAP011133	1:1	
AAEL009276	AGAP007115	1:1	856331
AAEL009272	AGAP005190	1:1	798209
AAEL009274	AGAP007116	1:1	
AAEL009278	AGAP004906	1:1	803712
AAEL009304	AGAP007698	1:1	
AAEL009302	AGAP007701	1:1	852861
AAEL009282	AGAP007704	1:1	549264
AAEL009293	AGAP007703	1:1	277944
AAEL009298	AGAP007700	1:1	854703
AAEL009287	AGAP007699	1:1	522089
AAEL009294	AGAP007512	1:1	266119
AAEL009289	AGAP007509	1:1	
AAEL009285	AGAP007511	1:1	547108
AAEL009290	AGAP007510	n:1	
AAEL009284	AGAP007508	1:1	497256
AAEL009288	AGAP007507	1:1	849727
AAEL009303	AGAP007506	1:1	548156
AAEL009291	AGAP007505	1:1	718676
AAEL009300	AGAP007501	1:1	801478
AAEL009295	AGAP007500	1:1	549378
AAEL009316	AGAP009752	1:1	524999
AAEL009314	AGAP004562	1:1	
AAEL009317	AGAP004559	1:1	522094
AAEL009309	AGAP004556	1:1	796316
AAEL009308	AGAP004557	1:1	546978
AAEL009313	AGAP004235	1:1	755447
AAEL009320	AGAP004238	1:1	636217
AAEL009311	AGAP002288	1:1	830292
AAEL009307	AGAP002287	1:1	839832
AAEL009305	AGAP002469	1:1	571270
AAEL009323	AAQ21365.1	1:1	
AAEL009325	AGAP000191	1:1	261134
AAEL009324	AGAP003414	1:1	508555
AAEL009321	AGAP005179	1:1	
AAEL009338	AGAP009316	1:1	783472
AAEL009337	AGAP009317	n:1	
AAEL009337	AGAP009317	n:1	864441
AAEL009333	AGAP009318	1:1	689942
AAEL009334	AGAP009319	1:1	864442
AAEL009331	AGAP009321	1:1	788511
AAEL009345	AGAP009323	1:1	546956
AAEL009340	AGAP001481	1:1	
AAEL009341	AGAP009324	1:1	791023
AAEL009342	AGAP009325	1:1	275833
AAEL009339	AAT07316.1	n:1	548614
AAEL009336	AGAP009330	n:1	
AAEL009352	AGAP007185	1:1	338238
AAEL009346	AGAP007198	1:1	
AAEL009351	AGAP007201	1:1	780365
AAEL009356	AGAP007202	1:1	552246
AAEL009353	AGAP007204	n:1	685719
AAEL009348	AGAP007205	n:1	
AAEL009350	AGAP007206	n:1	855216
AAEL009357	AGAP006479	1:1	
AAEL009371	AGAP004805	1:1	551557
AAEL009360	AGAP012499	1:1	547758
AAEL009367	AGAP012018	1:1	
AAEL009368	AGAP010568	1:1	862736
AAEL009358	AGAP010567	n:1	756805
AAEL009362	AGAP010563	1:1	
AAEL001159	AGAP009842	1:1	832228
AAEL001154	AGAP009841	1:1	863186
AAEL001190	AGAP009838	1:1	523043
AAEL001166	AGAP009839	1:1	547225
AAEL001177	AGAP008339	1:1	796417
AAEL001156	AGAP008338	1:1	777869
AAEL001170	AGAP008336	1:1	547090
AAEL001171	AGAP009171	1:1	856861
AAEL001158	AGAP009173	1:1	764975
AAEL001152	AGAP009175	1:1	749416
AAEL001185	AGAP009177	1:1	828694
AAEL001194	AGAP009176	1:1	547257
AAEL001183	AGAP009178	1:1	786336
AAEL001165	AGAP009180	1:1	831423
AAEL001187	AGAP012645	1:1	553881
AAEL001173	AGAP009617	1:1	694744
AAEL001176	AGAP009619	1:1	802738
AAEL001191	AGAP010204	1:1	796180
AAEL001162	AGAP009620	1:1	335831
AAEL001182	AGAP008652	1:1	843106
AAEL001164	AGAP008653	1:1	
AAEL001175	AGAP008651	1:1	490104
AAEL001167	AGAP008650	1:1	745758
AAEL001178	AGAP008649	1:1	612951
AAEL001153	AAO12065.1	1:1	338128
AAEL001189	AAO12067.1	n:m	
AAEL001189	AAO12066.1	n:m	
AAEL001188	AGAP002991	1:1	857973
AAEL001184	AGAP004834	1:1	260664
AAEL001169	AGAP007128	1:1	865103
AAEL009375	AGAP001935	1:1	
AAEL009374	AGAP004909	1:1	761930
AAEL009384	AGAP010811	n:m	
AAEL009384	AGAP009184	n:m	
AAEL009384	AGAP012916	n:m	
AAEL009380	AGAP001936	1:1	855685
AAEL009379	AGAP001937	1:1	854963
AAEL009372	AGAP001943	1:1	853161
AAEL009377	AGAP001874	1:1	522106
AAEL009373	AGAP001878	1:1	856267
AAEL009383	AGAP001879	1:1	546958
AAEL009376	AGAP001880	1:1	727447
AAEL009398	AGAP011727	1:1	795553
AAEL009415	AGAP010793	1:1	696610
AAEL009414	AGAP010792	1:1	553912
AAEL009400	AGAP011413	n:1	
AAEL009400	AGAP011413	n:1	
AAEL009391	AGAP011875	1:1	699992
AAEL009394	AGAP011876	1:1	671279
AAEL009404	AGAP011893	n:1	
AAEL009393	AGAP011893	n:1	784453
AAEL009407	AGAP011892	1:1	851654
AAEL009406	AGAP012301	1:1	848393
AAEL009402	AGAP011890	1:1	550704
AAEL009399	AGAP011887	1:1	835175
AAEL009401	AGAP011889	1:1	
AAEL009392	AGAP011888	1:1	813699
AAEL009413	AGAP011803	1:1	844775
AAEL009388	AGAP011801	1:1	
AAEL009389	AGAP011800	1:1	858760
AAEL009412	AGAP011804	1:1	844661
AAEL009416	AGAP006428	1:1	836690
AAEL009396	AGAP011207	1:1	538657
AAEL009410	AGAP011206	1:1	538695
AAEL009419	AGAP004863	1:1	552033
AAEL009422	AGAP004864	n:1	552958
AAEL009427	AGAP005259	1:1	
AAEL009423	AAA93303.1	1:1	749613
AAEL009420	AGAP010132	1:1	749635
AAEL009432	AGAP008179	1:1	749628
AAEL009428	AGAP008180	1:1	609417
AAEL009424	AGAP009993	1:1	769035
AAEL009429	AGAP009989	1:1	553593
AAEL009430	AGAP009990	1:1	556191
AAEL009421	AGAP009991	1:1	552062
AAEL009431	AGAP009988	1:1	852200
AAEL009426	AGAP009987	1:1	339818
AAEL009438	AGAP001537	1:1	744144
AAEL009442	AGAP001536	1:1	721052
AAEL009437	AGAP009827	1:1	
AAEL009441	AGAP006255	n:1	
AAEL009443	AGAP005635	n:1	
AAEL009445	AGAP006356	n:1	743363
AAEL009440	AGAP007025	n:1	333829
AAEL009436	AGAP007026	n:1	
AAEL009451	AGAP001676	n:m	784210
AAEL009451	AGAP011515	n:m	
AAEL009449	AAO12083.1	n:1	746098
AAEL009470	AGAP000412	n:1	830074
AAEL009465	AGAP005144	1:1	547018
AAEL009467	AGAP000889	1:1	789813
AAEL009462	AGAP000416	1:1	662017
AAEL009458	AGAP001030	1:1	795596
AAEL009469	AGAP002954	1:1	789829
AAEL009479	AGAP000540	1:1	551539
AAEL009485	AGAP011524	1:1	
AAEL009484	AGAP000538	1:1	554933
AAEL009478	AGAP000537	1:1	
AAEL009474	AGAP000536	1:1	702364
AAEL009486	AGAP000982	1:1	814583
AAEL009482	AGAP000303	1:1	554735
AAEL009477	AGAP000301	1:1	781684
AAEL009493	AGAP000298	1:1	772208
AAEL009483	AGAP000297	1:1	772210
AAEL009492	AGAP000295	1:1	747758
AAEL009503	AGAP011350	1:1	713115
AAEL009495	AGAP011351	1:1	823843
AAEL009510	AGAP011352	1:1	678064
AAEL009501	AGAP011354	1:1	
AAEL009497	AGAP011353	1:1	816673
AAEL009502	AGAP007518	1:1	291405
AAEL009500	AGAP010593	1:1	338222
AAEL009506	AGAP010591	1:1	866142
AAEL009496	AAA03087.1	1:1	864651
AAEL009512	AGAP010738	1:1	843648
AAEL009507	AAL18436.1	1:1	831778
AAEL009505	AGAP010740	1:1	533989
AAEL009509	AGAP005977	n:1	496311
AAEL009518	AGAP010787	1:1	852486
AAEL009520	AGAP007033	1:m	282601
AAEL009520	AGAP007035	1:m	
AAEL009524	AGAP002102	n:1	700814
AAEL009531	AGAP000579	1:1	801879
AAEL009530	AAP78791.1	1:1	696920
AAEL009538	AGAP000304	1:1	790149
AAEL009528	AGAP005975	1:1	612784
AAEL009543	AAC39127.1	n:1	570949
AAEL009537	AGAP012131	1:1	611564
AAB06179.1	AGAP012130	1:1	338622
AAEL009534	AGAP012129	1:1	845379
AAEL009533	AGAP012127	1:1	838961
AAEL009539	AGAP012126	1:1	833703
AAEL009542	AGAP012125	1:1	307150
AAEL009545	AGAP004716	1:1	
AAEL009547	AGAP004715	1:1	852580
AAEL009558	AGAP008891	n:1	
AAEL009551	AGAP011186	1:1	609363
AAEL009555	AGAP002850	1:1	832079
AAEL009556	AGAP002849	1:1	305037
AAEL009564	AGAP002595	1:1	261972
AAEL009569	AGAP002594	1:1	308726
AAEL009560	AGAP002593	1:1	742031
AAEL009567	AGAP009281	1:1	
AAEL009565	AGAP002591	1:1	693863
AAEL009576	AGAP000482	n:1	
AAEL009574	AGAP004372	1:1	
AAEL009581	AGAP002663	1:1	748502
AAEL009579	AGAP004336	1:1	825074
AAEL009584	AGAP004337	1:1	849456
AAEL009583	AGAP004335	1:1	552420
AAEL009585	AGAP000986	1:1	274706
AAEL009580	AGAP000987	n:1	580385
AAEL009577	AGAP000988	1:1	556545
AAEL009589	AGAP007845	n:1	
AAEL009594	AGAP009003	n:1	
AAB65092.1	AGAP009002	1:1	
AAEL009597	AAO12072.1	1:1	338301
AAA87394.1	AGAP012211	1:1	791411
AAEL009596	AGAP012216	1:m	747427
AAEL009596	AGAP012217	1:m	
AAEL009623	AGAP004820	n:1	825045
AAEL009604	AGAP004819	n:1	
AAEL009604	AGAP004819	n:1	
AAEL009608	AGAP004818	1:1	
AAEL009607	AGAP004817	1:1	548361
AAEL009602	AGAP006132	n:1	839870
AAEL009624	AGAP006131	n:1	794673
AAEL009615	AGAP006126	1:1	269928
AAEL009614	AGAP006127	1:1	650683
AAEL009611	AGAP010033	1:1	264324
AAEL009603	AGAP006124	1:1	832204
AAEL009619	AGAP005925	1:1	
AAEL009613	AGAP005927	1:1	303600
AAEL009601	AGAP005929	1:1	775280
AAEL009610	AGAP001067	n:m	339547
AAEL009610	AGAP012450	n:m	
AAEL009610	AGAP012588	n:m	
AAEL009610	AGAP012715	n:m	
AAEL009616	AGAP006256	1:1	792437
AAEL009629	AGAP002925	1:1	739913
AAEL009632	AGAP002926	n:1	
AAEL009625	AGAP002926	n:1	508830
AAEL009640	AGAP004530	1:1	746039
AAEL009634	AGAP004532	n:1	
AAEL009634	AGAP004532	n:1	
AAEL009637	AGAP004533	1:1	767901
AAEL009636	AGAP004535	1:1	843436
AAEL009642	AGAP004534	1:1	
AAEL009635	AGAP004537	1:1	840901
AAEL009644	AGAP004082	1:1	721201
AAEL009652	AAT07312.1	n:1	548366
AAEL009649	AGAP005336	1:1	719127
AAEL009650	AGAP000530	1:1	830307
AAEL009657	AGAP000531	1:1	849538
AAEL009648	AGAP000020	1:1	
AAEL009653	AGAP000654	n:1	834050
AAEL009647	AGAP000402	1:1	750611
AAEL009660	AGAP012031	1:1	794923
AAEL009658	AGAP012053	1:1	806002
AAEL009666	AGAP001535	1:1	744883
AAEL009668	AGAP001533	1:1	790126
AAEL009673	AAT36323.1	1:1	
AAEL009667	AGAP001530	n:1	284710
AAEL009678	AGAP001527	1:1	516236
AAEL009675	AGAP001528	1:1	
AAEL009674	AGAP001142	1:1	278792
AAEL009672	AGAP001141	1:1	503936
AAEL009664	AGAP005124	n:1	661721
AAEL009677	AGAP004946	1:1	685705
AAEL009670	AAT51797.1	n:m	
AAEL009670	AGAP007345	n:m	
AAEL009670	AAC47326.1	n:m	
AAEL009679	AGAP004731	1:1	323757
AAEL009690	AGAP004735	1:1	516395
AAEL009681	AGAP004737	1:1	511479
AAEL009686	AGAP004738	1:1	839273
AAEL009682	AGAP004740	n:1	280049
AAEL009689	AGAP004741	1:1	612116
AAB64306.1	AGAP004742	1:1	859193
AAEL009685	AGAP010311	1:1	509417
AAEL009680	AGAP009828	1:1	283825
AAEL009692	AGAP000099	1:1	
AAEL001196	AGAP009711	1:m	
AAEL001196	AGAP009716	1:m	
AAEL001196	AGAP009717	1:m	
AAEL001196	AGAP009723	1:m	563339
AAEL001222	AGAP009708	1:1	338552
AAEL001221	AGAP009705	1:m	789199
AAEL001221	AAV70204.1	1:m	
AAEL001221	AGAP009707	1:m	
AAEL001221	AGAP009718	1:m	
AAEL001221	AGAP009719	1:m	
AAEL001221	AGAP009720	1:m	
AAEL001208	AGAP009703	1:1	689019
AAEL001199	AGAP009702	1:1	866097
AAEL001218	AAV70298.1	1:1	781700
AAEL001211	AGAP009700	1:1	547131
AAEL001200	AGAP007844	1:1	826482
AAEL001204	AGAP007843	1:1	747426
AAEL001214	AGAP007839	1:1	283109
AAEL001198	AGAP007836	1:1	839568
AAEL001201	AGAP009071	1:1	277965
AAEL001210	AGAP009072	1:1	516259
AAEL001215	AGAP009073	1:1	262338
AAEL001216	AGAP009075	1:1	547061
